Route;1999/00;2000/01;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
25;10085060;11348007;12320822;14302139;17119099;21057007;22053873;22368234;22830950;23128928;23170101;23301504;23000069;23415401
18;8383642;9828572;10628128;12529260;14100375;15623555;15934531;16161666;16495991;16711288;16741037;16874721;17686579;17153879
29;10547611;11575323;12324516;13344498;15661574;16991637;16880308;14328922;14625335;14816217;14842592;14926768;15702341;16873388
149;12035990;12921115;13725659;14249299;15792034;15211949;14855799;15067557;15379249;15579971;15607706;15320187;14883534;14612975
38;9593947;9593238;9049692;10460021;12299236;10968691;13970156;17860498;18229966;18467894;17469872;15253720;14858555;13503949
207;13428176;15004149;16385204;17853730;18636428;19608108;12262472;12301062;12555526;12719394;12742036;12814299;13167290;13464401
5;4052711;4669430;4926340;5315092;5997506;6602949;7146867;10399870;10917273;11479094;11420785;11842198;11950929;12586353
73;13473811;13721932;13430215;14273606;13420399;14587981;14567091;14774734;15080369;15277190;15304386;15391181;13876830;12533557
86;6066669;7082145;7389035;9027039;10024444;10522857;10366767;10238382;11380954;12173351;12610831;13009000;13049244;12120474
243;5437096;7482170;8721795;9329349;11680885;12240784;12832657;12101172;12660016;12440229;12157919;12305833;12571981;12066250
83;6165520;6807482;6835523;8004210;9143726;9884839;10366855;10156428;10350065;10631382;10832776;11910257;12391569;11822923
279;9521451;10113131;10603721;11946953;12883235;10759484;9937425;9778104;9868982;10227220;11275805;11386623;11788799;11691844
43;8001808;8504095;8687985;9379439;10094868;9560668;9614324;10392788;10930463;11495263;11251236;11119756;11475474;11668439
12;11665762;12485642;12434147;12533009;12221335;11449800;12227092;12401380;12657919;12823124;12845951;12918803;12457593;11351159
53;11738770;12627607;12478470;12546226;10375252;11061025;10885280;10517930;10961655;10479457;11311779;11207246;11708946;11227319
140;6215772;6925057;6925506;6936226;7274275;8426839;9052804;8849001;8971919;9527624;9933113;10374578;11074280;11137900
254;0;0;0;0;9716326;11763024;11636018;11498182;11414517;11819482;11901865;12064595;11809226;11011421
253;17710211;18709402;17866056;18652587;12409485;11529472;11503209;11458869;11564194;11793249;11654548;11416251;11574339;10729524
109;7990387;7545793;7501021;8236492;8414670;8761583;9116794;9030434;9273835;9355518;10047676;10412616;10752436;10526734
36;12880025;14130617;14987924;14214967;9298166;8672096;11081160;10406930;10563878;12098359;11896470;11779322;11583231;10501251
436;0;0;0;1427240;11334570;11936524;11765731;11933443;12180302;12339273;12361239;12431342;11815595;10314014
345;6838026;7042790;7235676;9098375;9992256;9856717;9783864;9139127;8981513;9494875;8905401;9096873;9236451;9753957
159;5039152;4951338;5370657;5721924;5930848;5928484;7243389;9204469;8959024;8725552;9059513;9825126;9736153;9720210
266;7146086;7708127;8382590;8394037;8706071;8970534;9222764;9952823;9685432;10017780;9575750;9512240;10231236;9455740
133;8554715;9003469;9708415;9992923;9185877;9493638;10131237;9338627;9342533;9284184;9155962;9280096;8977372;9231355
141;3833035;4024173;3954489;6117798;6651416;7486819;8090214;8951029;9035489;9697534;9813943;9392959;8599165;9178080
69;5219546;5908727;6162477;6776821;7097990;7582132;7905327;8657212;9262879;9691670;9132024;9280807;9402901;9131298
2;7042731;7268204;7224956;7967334;7932349;9387325;9007037;9017839;9133847;9285234;9651714;9492988;9724925;9128465
63;6912667;6957821;7066519;7624693;6957725;7729928;7785376;7634123;7931833;8681879;8814572;8915356;9037356;9116702
94;5464929;5746546;6455980;6988477;8214121;11601394;12156888;11691043;10578221;10395766;9811296;9520441;9243582;8937859
134;4950236;6362723;7420331;7746164;9279736;10178461;9531923;9194529;8929636;8862075;8979462;8808750;9188032;8766428
55;4552062;4999040;5910365;6469088;8134119;8460876;8642434;8178376;8511324;8756750;9117520;9249451;9211742;8756726
453;0;0;0;400720;10143764;10682476;9026351;9155014;9344398;9466356;9483208;9536989;9274867;8728518
259;4434953;4744731;4977631;5437056;5120493;6597096;8168609;7250040;7621696;7990073;7697945;8181926;8659280;8720520
14;5343589;5869117;6046766;6510207;7162510;6351599;8422446;9041124;9505392;9637796;9345362;9212350;8927750;8662645
57;6230488;6306512;6292888;6653600;8340178;8878807;9018656;8747161;8368040;8739995;8654658;8445240;8762503;8636834
182;4832113;5710663;5792491;5777037;6191202;6779891;7388677;7265981;7808824;8436573;8618732;8881403;8874427;8626065
205;0;0;0;2485233;5304425;5770017;6260329;5709008;7231248;8166282;9234046;10068938;9138686;8618989
250;4841933;4888345;5588522;6509860;7086015;8050001;8275883;8142296;7991719;8114799;8131504;8335739;8743431;8602832
468;6304948;6659212;6833878;7467067;7560090;8176782;7743064;7695513;7820356;8382674;8378001;8537691;8878656;8559735
35;7100188;7490776;8097049;8427331;9162733;9119209;9049879;8343896;8187923;8407953;8537756;8704410;8631627;8541277
W3;5051029;5809604;5372990;5889918;6380270;6918635;7277389;7268519;7284276;7750092;7905214;8553365;8366469;8490348
41;5431929;5678403;6109925;6738266;7470125;7892241;7971989;7800253;7862206;8220703;8191589;8198763;8565509;8313107
21;3201659;3315912;3387633;4501564;5472227;5853745;6443928;7658369;7695494;7881987;8184148;8493389;8243450;8306700
93;4521452;4916494;5198322;6209491;6350693;6711826;6949564;6945177;7466376;7821421;7855382;7925715;8341007;8230076
58;4783538;5072186;5140477;5779101;6165754;6403879;6439579;6716194;6619431;6961556;7002471;8249773;8766510;8200348
171;6187697;6830540;7240112;8055833;7977187;7831626;7843249;7956256;8254768;8503804;8328848;8192730;8492005;8085713
188;4554679;5021775;5227726;5491557;7449377;7419516;7743438;7368218;7319800;8143985;8346294;8116271;7790576;8078534
31;6100108;6297626;6246721;6554576;6668206;7768607;8891522;7668656;8532179;8827739;8849052;8967969;8682319;8067107
24;8013901;8073897;8328962;8145224;11047797;10790059;9846465;9470635;9006383;9326228;9467164;9083073;9054839;8059084
E3;5141828;5605125;5644393;6848239;7463231;7329243;7458538;7054684;7349192;7756861;7659670;7916677;8265041;8039738
52;7796460;7851391;7771001;8865899;10114672;10905337;10647909;9545722;8647333;8673327;8834812;8348096;8521876;7999744
427;0;0;0;0;0;0;7369992;7841718;8135579;8421426;8493093;8354976;8742995;7999671
185;5311569;5379888;5876444;4327362;6042661;6804525;7274084;7104871;7451713;7916917;8170842;8026752;8201580;7962414
82;5433291;6134899;6371949;6796365;7705576;7950424;8209319;7745432;7923102;7891046;8028653;7857771;7954914;7942767
343;0;803982;4855945;5801882;6677483;6888483;6825226;6745745;7064597;7392152;7224486;7029310;7662087;7922914
328;5105784;6693068;7079038;6663704;7363386;8329712;9115232;8212769;8934512;8351081;8597401;8413741;8258289;7881936
19;5892304;6118916;5313126;5706595;6831137;7182015;11450570;10520203;9806254;8998566;9004186;8495357;8034289;7803947
341;4543644;4734801;4616773;4589769;5060068;6707105;7334351;7017389;7007773;6902437;6894200;7274234;7844155;7761625
8;7874031;7962733;8349269;8911158;8750619;10558409;11254811;10602898;10446411;9948253;8814231;8563829;7911331;7682957
98;5845845;5699560;5551373;6264927;6664929;9447490;9880090;8467590;8674934;8300676;8668134;8438034;8150129;7652073
607;3385462;3507578;3737763;4895901;5323913;5300046;5782537;5644989;5900181;6487331;6841244;7659054;8126402;7609193
148;0;0;0;2934072;6729989;8054083;9961076;8765377;8246520;8392213;8278126;8460383;8258601;7502158
177;4024068;4583106;4501702;4925735;6269160;6885928;6953254;6560910;6285180;7054240;7325334;7817009;7681147;7500419
176;4769386;4944856;4963048;5126272;6540047;8481698;8929527;8501661;8066520;8195729;7851719;7419296;7872141;7489219
115;2089575;4022474;4324138;4637400;6067597;7069257;7419278;7004221;7302169;7565343;7900692;7996408;7973961;7484964
37;4869532;5240422;5402928;5801315;6619018;6848637;6968700;6948672;7260116;7696639;7613531;7756773;7464641;7459779
123;5208465;5472395;5004255;5300380;5625005;6058033;6860097;6324245;6539595;6865826;7102908;7330131;7609343;7450750
48;4780941;5177877;5260866;5325776;7045130;7386452;7430122;7281918;7514651;7611385;7483422;7405500;7414563;7404364
97;4264107;4270944;4326843;4593579;4654443;4769315;4811626;4521821;4764972;5135202;5102085;5349301;6624511;7390598
65;4949819;4845403;5085308;5314419;5758975;6408163;6853913;7127409;7196454;7188389;6965673;7415050;7620864;7377552
137;4936699;5163713;4835121;5181640;5163069;7692905;8835441;8358640;7979443;8174394;8276454;7821798;6611742;7299372
220;5583787;5610386;6102732;6889703;7471004;7856323;7682438;7200194;7160839;7693820;7455984;7629115;7727049;7261990
183;3592201;3783854;3719973;3518036;3975583;4682062;5038174;5154960;5254575;5797262;6384763;7041995;7399740;7247405
45;4545679;4652197;4800142;5601620;6514246;7787862;8059380;7539079;7172120;7179249;6992438;7083582;7422462;7240546
47;4737212;4966613;5086268;5603801;6307148;6934360;6913479;6640052;6887520;7363306;7787199;7740556;7392804;7183617
102;3815748;3815280;3778493;4484273;5561562;5640679;5854829;5924527;6215058;6834027;6729401;6787926;6798358;7161874
281;5436167;5709413;5608236;5584518;5751902;6127102;6541015;6630653;6869449;7332685;7333609;7342926;7420265;7116411
237;4161897;4111451;4242482;5333983;5593139;5852531;6010500;5903381;6480229;6902841;7275041;7553775;7596993;7111997
16;5322146;5737213;6051578;6241263;6312457;6975282;7041983;7063019;7954429;7126273;7383075;7233802;7341660;7088150
472;1456542;2379255;2642068;3360509;4003372;5428091;5938380;6158890;6840238;7169719;6826582;6879623;7341900;7080816
59;1391122;2984736;3713343;4145499;5504113;5741337;6054232;5773603;5962593;6219940;6651722;7162049;6946304;6929277
144;5057552;5685576;5415678;5393420;5612347;6054724;6011765;5931031;5991890;6475372;6673863;6623684;6935227;6925507
27;4116789;4358364;5620688;5636286;5748979;5864295;7087162;7516973;8130884;8078296;8150138;7936618;7723579;6904166
111;3733208;4034060;4126726;4122169;5098933;5391511;5522655;5628968;5958741;6465908;6383033;6691749;7140466;6896872
114;4311914;4189049;3907162;3951029;4268057;4878527;5995300;5641326;5689795;6050299;6162888;6593900;7098504;6881308
297;4142105;4389112;4613921;4792387;5596077;6689275;6457295;6291595;6306139;6689639;6578549;6681240;7037823;6850945
23;7009769;7362761;7391937;7836689;8210591;10478924;10871715;10261926;9546814;8736324;8162719;7743609;7500713;6702327
87;2537139;2738502;2697769;2890922;2939951;2932615;2924960;5836786;6755036;6848571;6950932;6938458;7087174;6675438
168;2405798;2642392;2747993;3332102;4434368;5238053;6371488;6172250;6334950;7009465;7207002;6957491;7102310;6650866
221;3974004;4187662;4074766;4255004;4659433;5213044;5516510;5514465;5254211;6085842;6417687;6459101;6346226;6591916
6;5591533;5493432;5168786;5864003;5948369;6727771;6955288;6647877;7114525;7460087;7463375;7532473;6903379;6589032
131;2858959;3132835;3339197;3497106;3481014;3555197;3809625;3858460;5611175;6564123;6702738;6589937;6769863;6582497
121;4451777;4683392;4721223;4941233;5025432;5115939;5405527;5622372;5743605;6285295;6528480;6457879;6806312;6574945
277;3528578;3732036;3903816;4133617;5463290;6126324;6412558;6424233;6568712;6724948;6540048;6853424;6617514;6545372
295;4608371;5464163;5936275;6124188;6935297;7577247;8205667;7620350;7223318;7515739;7361736;7170595;6817093;6525637
56;3255202;3329318;3605327;4199410;5524781;5882859;5896301;5553858;5537177;6270370;6153833;6591904;6667347;6509083
68;4658654;4393739;4362331;4634505;5463176;5969566;5860297;6654058;6645780;6964690;6924969;6788778;6693156;6452530
104;2700568;3927310;4364149;4636190;5086180;5282541;5656266;5435609;5748988;6210373;6161902;6491758;6372306;6444063
242;5755991;5960889;5739815;5991364;7048457;7533612;7759137;7456032;7046635;6592532;6706026;7081672;6725690;6431451
120;3427942;4122027;4425079;4798020;4846018;5076072;5447739;5085504;5396666;5755345;5768363;5921643;6496469;6394074
34;3645941;3890556;3864875;3948904;4866678;5371571;6021777;5632974;5715389;6347654;6228573;6016696;6170148;6388258
155;2999859;3540040;3956144;4531915;5927193;6865226;7059715;6263701;6002663;6245071;6564752;6581064;6462261;6382278
147;3620704;3965573;3990882;4361445;4345903;4672535;4783501;4912872;5612376;6629324;6875571;7235759;6174788;6365204
10;6070024;6455508;6896011;7097798;9930863;9216426;9091797;8146897;7549147;6909635;7372410;6917727;6857491;6270069
32;3580135;3858581;4072764;4927050;5644955;5963927;5991028;5495968;5916576;6049880;6299400;6420775;6346771;6257513
174;2971407;3187513;3305955;3318924;3551674;3596820;4332121;4953402;5035583;5611277;5637396;5776579;6157395;6256042
333;0;0;0;1447309;7863698;7873457;6795435;6446950;6216638;6079087;6198207;6299541;6340020;6246254
96;3928659;4099211;4117258;4163383;4647904;5141367;5157345;5030780;5135535;5513270;5861151;6226594;6272685;6235589
76;4294683;4491885;4983224;5468365;5872097;5749155;6236018;5901344;6162426;6291984;6177626;6046976;6259770;6222052
30;5232716;5557772;5878739;6219874;6178793;6336452;6606670;6762690;6825281;6453344;6363215;6515478;6347338;6204116
257;3862503;4400085;5003582;5539396;5918578;6405045;6132106;5849977;5961373;6174577;5795191;6154287;6066049;6173986
28;5307606;4880097;5181485;5133737;5451150;5717225;6425876;6642151;6739993;6903882;6785448;6685269;6630128;6162534
476;0;0;0;898527;5308430;5557936;5659266;5339796;5851438;5821498;5818861;5864524;6177089;6161434
3;5397955;6288133;6231281;6049682;6467348;6048555;6049035;5777263;5764414;6287050;6295102;6052888;6022137;6153331
158;2987074;3241991;3282865;3631175;3975429;4382327;4377866;4550722;4902650;4936867;4911008;5505312;5843641;6116138
92;3718740;4031137;4142750;4334411;4629731;5704643;6420187;5685931;5447508;5586582;5867981;6190082;6426548;6026696
136;5075570;5098469;5188094;5793658;5868188;6082972;5932141;5464995;5575404;5947223;6027937;5956542;6199508;6005073
67;3742782;3975759;5047989;4796954;5346326;5796923;6236645;5643913;5700100;5583899;6075368;5911711;6043749;5980215
106;6059269;6393967;6894350;7667676;6287565;6481738;6725412;6325597;6493660;6268674;6051455;6200944;6191675;5957062
329;5344536;5696229;5714278;5876076;5772869;5939041;6067033;5637125;5676377;6042618;6018343;6020782;6402694;5953087
211;4046062;3803212;3863513;4718594;6369742;7111085;7080723;6999358;6559086;6696604;6231643;6011737;5967244;5950721
91;3668091;4039791;4154672;4900381;5734208;6168394;6237016;5931070;5900100;5855185;6367697;6117262;6245583;5928205
344;2421853;2385634;2501174;3146672;4126816;4662227;5281539;5981683;5998454;5981050;6334304;6442022;6317206;5905382
319;4069273;4340377;4690469;5039863;5454468;5454102;5539930;5717183;5971459;6253335;6366995;6327552;5735798;5902307
77;3968697;4376403;4654179;4778006;5158302;5143276;5655583;5475885;5530905;5829042;5942874;5737871;5876547;5774395
208;5757836;6292555;6573746;6929227;7179709;7223564;7196490;7041915;7029343;7642216;7588194;6363259;5798261;5757695
11;5676688;5463501;5509372;5527908;5908989;7136002;6759364;6357366;6294425;6374411;6385702;6422034;6207090;5732092
44;3901384;4331531;4524261;4544461;4596089;4621741;5266219;5178084;5662511;6079049;6151483;6046489;6065227;5722596
74;5977577;6285828;6636591;6419030;6385767;7040662;7038591;6351721;6305088;6311324;6424794;5926599;6171789;5707160
4;3311156;3374719;3220202;3470583;3902706;4361654;4846728;4935258;5049952;5155411;5326241;5314239;5391612;5667116
390;0;0;0;679920;4481521;5010592;6673648;6184361;5807981;5776436;6053999;5865147;5929319;5653708
40;3457856;3423964;3419094;5240732;5823327;6056830;6259101;5787521;5760613;6117247;6115690;6019746;5760327;5629411
W15;2790401;3943330;3922652;4557307;4536644;4381344;5048844;5018157;5185563;5474254;5460569;5220706;5563246;5612873
W7;3778994;3608781;3449581;3372596;3112412;3335918;3381886;4134022;4692184;4968770;5027608;5150496;5453435;5536003
49;3817468;4253155;4815518;5445581;6027670;6451255;6527955;5977771;5823022;6175327;5994835;5727295;5574914;5505761
260;4355581;4301322;4411147;4869765;5096737;5379393;5408750;5023758;5253972;5497790;5269883;5236095;5559498;5475069
15;7186130;6929991;6792889;7338067;8304017;9701278;9256915;8246073;8573150;8392492;8440568;7182451;6067181;5448245
414;0;0;0;1311879;4879544;5557093;6022924;5796918;5583613;5391276;5136709;5354072;5565897;5369495
105;3596398;3603637;4516376;4649767;4613213;4574850;4797891;4377079;4482527;4932154;4794199;4915438;5365900;5353033
263;3450851;3538431;3314822;3693205;3787859;3921195;4069843;4092862;4241058;4451753;5128285;5153711;5492386;5351906
321;3933601;4405040;4283297;4018519;4709363;4865865;4903859;4515609;4621884;5094434;5077354;5410520;5597332;5338670
204;2777642;3074706;3052069;3524502;4082833;4128061;4180554;4296413;4652561;5263450;5336600;5330275;5416718;5279183
349;0;0;0;0;0;6128678;6573878;6083616;6128868;6457520;6325975;5702727;5353566;5238813
422;2783047;3862961;3648540;3703354;3817727;4127508;4178663;4157692;4357206;4910570;4696756;4771315;5127105;5222458
51;4177486;4230580;4089458;4369066;4402008;4339490;4457023;4236692;4452013;4710016;4676626;4724508;5121834;5189882
75;2915848;3643024;3950947;4509198;4790547;5076974;4958815;4803469;5068721;5467238;5352098;5312683;5231982;5132418
245;2378440;2495495;2657396;2697911;3473239;4064756;4130953;3618189;4052739;4405916;4956364;5193519;5379180;5110794
85;3461137;3595445;3565214;3959415;4418423;4565850;4807296;4718712;5052199;5248177;5150395;5189130;5362577;5108634
156;1555858;1682719;1665358;2603012;3713171;4095786;4449881;4110705;4485362;5162405;5114777;5242356;5440983;5098097
222;2501179;2947626;3202366;3294748;3779634;4143438;4347785;4446787;4477517;4816837;4914360;5008110;5255825;5081491
60;3720986;3827708;3748222;3950821;3993877;4341151;4609886;4583590;4795066;5124056;5069168;5147658;5292120;5065709
22;3401229;3995694;4003373;4163593;4465887;3982230;4905611;5048171;5505240;5694403;5529730;5264600;5156377;5053062
235;3152959;3218040;2975072;3217106;3779086;4017843;4157305;4328935;4649369;4809630;5012389;4990896;5133715;5051456
88;1916004;2529928;3108491;3382356;5275139;5867517;6177447;5879805;5605984;5599257;5463443;5336861;5271864;5048670
381;1751671;3959768;4084164;4561570;5091526;4956541;5287078;4855025;5012038;5579795;5794768;5408984;5080693;5044537
142;2998170;3067057;2894286;3205259;3937923;4143249;4572124;4516493;4442566;4715769;4823626;4896591;5150415;5036878
302;2009076;2137001;2241073;2383147;3011593;3815705;3850999;3804430;4253553;4561336;4531516;4820704;5125065;4990182
9;4705197;4346841;4994995;5325010;6324027;7023202;8120533;6793030;6551505;6381884;6472738;5647147;5452011;4989282
13;3484154;3269674;3701653;4678974;4931468;4406959;5087554;5699556;5452697;5544853;5595306;5592397;5325664;4988102
54;4357734;3726275;3297457;3606236;4426934;4651518;4658413;4473091;4497904;4774683;4650469;4954235;5052548;4985623
170;1603814;1826587;1790133;1970452;2062201;2065258;1972686;1926477;2192588;4534221;4622095;4716035;4870334;4975539
7;3517212;4104092;4414988;4900733;5380014;5192259;5644059;5526764;5496950;5608707;5746368;5684938;5599899;4963006
122;3420820;3733733;3806920;4031139;4486301;4527704;4302806;4140707;4416496;4507584;4708018;4742467;5007432;4932710
213;3480025;3559839;3412592;3500817;3457784;3532460;3555371;3651371;4117289;4703998;4844747;4955962;5155747;4910791
157;3695375;3744168;3683682;3917825;4239019;4076135;4218898;4472312;4572144;4852844;4949374;4791987;4889891;4891856
113;3367379;3493718;3769117;4148036;4368784;4489000;4788800;4800780;4804578;5131323;5052735;4968215;5044341;4887710
270;3592066;3937996;3961523;4159673;4229033;4465390;4469026;4719888;4988390;5189493;5112456;5029854;5111298;4882689
1;3397278;3730801;3920526;4273487;5231558;5864196;5842396;5197588;5011738;5345938;5632577;5255023;5026056;4854577
210;3267371;3274283;3407802;3315493;4050243;4761261;5082862;4803461;4807975;4824102;4736113;4910326;4993048;4838615
452;0;0;0;0;0;0;0;1363027;4743860;4937669;4960459;4796057;4907447;4820340
271;3334198;3819351;4093943;4057341;4176406;4493304;4344313;4336805;4745910;4999605;4831776;4806286;4950050;4814607
196;1759513;1633136;2066742;2031808;2175380;2229602;4208171;4392674;4800942;4755126;4707572;4845546;4904559;4781349
316;3123622;3253919;3576844;4242488;5416148;6162988;5585641;5028862;4280952;3702185;4695452;5044267;4952503;4767237
262;3158057;3279268;3238037;3530559;4138190;4546989;4691274;4550955;4674259;4845682;4838127;4858323;4984914;4762706
78;2349084;2703130;2627514;2879912;3625342;3832639;3761860;3688708;3896337;4326274;4715584;4330475;4780340;4747125
280;2893910;3322576;3490622;3546532;3696323;3953877;4093752;4123111;4285636;4595754;4698426;4036892;4837850;4741119
180;4015643;3846207;3936444;4132011;4450645;4267544;4450722;4373823;4405744;4698736;4753293;4929804;4869183;4696077
118;2993351;3359140;4234015;4570456;4453684;4439432;4484746;4336286;4424930;4481039;4624072;4746900;4945732;4680583
C11;2346392;2264863;2325834;2843712;3328928;3258887;3574623;3506274;3746401;4603959;4731083;4549702;4733273;4650353
276;3078803;3367353;3603963;3793419;3745159;4165156;4269337;4096005;4041400;4192427;4489436;4672897;4708366;4632805
189;3557498;3669358;4114041;4489057;5176558;5141812;4976637;4702812;4586183;4734798;4816616;4711946;4358847;4618792
238;2515744;3241550;3590639;3846088;4149661;4390111;4466463;4183647;4350472;4725212;4719956;4826356;4556760;4610514
230;2557862;3039262;3320622;4031166;4192976;4418268;4459103;4250371;4418697;4646649;4629978;4810101;4803419;4572144
186;2739644;2913053;2770508;2765238;2892742;2876541;2959851;2920591;3158818;3501936;3505987;3880491;4123901;4568976
E2;3266666;3639885;3456148;3610968;3883500;4018579;3881865;3790147;4399407;4690779;4404363;4504116;4661400;4539537
214;3282980;3202326;3371342;4016117;4463567;4494194;4702890;4501098;4843669;5303698;5274131;4875001;4591955;4530835
161;2867201;3828779;4050880;4163531;4385994;4146202;4383563;4578483;4810150;4793005;4472933;4429153;4740867;4508113
119;3084779;3346184;3206148;3250040;3370752;3647332;3799911;3686088;3927454;4205617;4351966;4346270;4512579;4499133
236;2662671;2962117;3489881;4110706;4144682;4055550;4180415;4089249;4214885;4387927;4476891;4516287;4381071;4487341
